Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
Male,57,1,48,0,> 2 Years,Yes,2630,26,272,0
Male,25,1,8,0,< 1 Year,Yes,63347,152,249,0
Female,25,1,11,1,1-2 Year,Yes,2630,157,167,0
Male,62,1,8,1,1-2 Year,No,39951,26,174,0
Female,23,1,28,1,< 1 Year,No,43652,152,60,0
Female,28,1,29,1,1-2 Year,No,25435,157,105,0
Female,23,1,11,1,< 1 Year,No,2630,152,125,0
Female,43,1,8,0,1-2 Year,Yes,25706,124,151,0
Female,24,1,28,1,< 1 Year,No,43226,152,189,0
Male,27,1,29,1,< 1 Year,No,31110,152,12,0
Male,23,1,29,1,< 1 Year,No,43613,152,249,0
Female,21,1,45,1,< 1 Year,No,38537,152,139,0
Male,28,1,50,1,< 1 Year,No,35305,152,155,0
Female,25,1,22,0,< 1 Year,Yes,2630,152,108,0
Male,38,1,28,0,1-2 Year,Yes,44248,124,129,0
Male,25,1,12,1,< 1 Year,No,2630,152,211,0
Female,30,1,28,0,< 1 Year,Yes,32782,26,168,0
Male,70,1,38,0,1-2 Year,Yes,2630,157,35,0
Female,53,1,28,1,1-2 Year,Yes,33882,26,297,0
Female,27,1,41,1,< 1 Year,No,19896,152,195,0
Female,24,1,17,1,< 1 Year,No,32591,152,67,0
Male,36,1,28,1,1-2 Year,No,29562,26,79,0
Male,52,1,8,0,1-2 Year,No,22370,7,288,0
Male,26,1,46,1,< 1 Year,No,2630,152,37,0
Female,23,1,26,0,< 1 Year,Yes,31015,152,156,0
Female,21,1,28,1,< 1 Year,No,73544,152,112,0
Female,23,1,11,1,< 1 Year,No,26732,152,165,0
Male,72,1,28,1,1-2 Year,No,40309,124,59,0
Male,42,1,36,0,1-2 Year,No,29407,124,291,0
Male,26,1,50,1,< 1 Year,No,35056,152,266,0
Female,28,1,28,1,< 1 Year,No,2630,151,75,0
Female,27,1,7,1,< 1 Year,No,2630,160,229,0
Male,42,1,41,0,1-2 Year,Yes,32261,124,298,0
Female,24,1,12,1,< 1 Year,Yes,32935,152,111,0
Female,26,1,29,1,< 1 Year,No,38620,152,244,0
Female,52,1,28,0,1-2 Year,Yes,58139,26,72,0
Female,28,1,35,1,< 1 Year,No,32897,152,81,0
Female,22,1,8,0,< 1 Year,Yes,41483,152,142,0
Male,25,1,13,1,< 1 Year,No,55171,152,22,0
Male,80,1,18,1,1-2 Year,No,29693,124,286,0
Female,71,1,9,1,1-2 Year,Yes,35989,26,239,0
Male,28,1,18,0,< 1 Year,Yes,34562,152,24,0
Male,23,1,50,1,< 1 Year,No,51383,152,14,0
Male,45,1,20,0,1-2 Year,Yes,2630,124,123,0
Male,27,1,15,1,< 1 Year,No,30756,152,280,0
Male,22,1,47,1,< 1 Year,No,26086,152,184,0
Female,25,1,3,1,< 1 Year,No,23436,152,124,0
Male,66,1,28,1,1-2 Year,Yes,58323,26,192,0
Female,27,1,3,0,< 1 Year,Yes,29423,152,277,0
Female,21,1,8,1,< 1 Year,No,41693,160,239,0
Female,41,1,39,0,1-2 Year,Yes,64967,124,212,0
Female,59,1,41,1,1-2 Year,No,2630,12,11,0
Male,46,1,28,0,1-2 Year,Yes,49437,122,264,0
Female,29,1,8,1,< 1 Year,No,25294,152,21,0
Female,20,1,9,0,< 1 Year,Yes,28412,160,192,0
Male,24,1,15,1,< 1 Year,No,34381,152,151,0
Male,60,1,46,0,1-2 Year,Yes,44051,26,24,0
Male,42,1,29,0,1-2 Year,Yes,39136,26,237,0
Male,27,1,27,0,< 1 Year,Yes,2630,152,63,0
Male,58,1,3,0,1-2 Year,Yes,33515,26,98,0
Female,23,1,27,1,< 1 Year,No,2630,152,243,0
Female,67,1,43,0,1-2 Year,Yes,27309,124,18,0
Female,23,1,28,0,< 1 Year,Yes,30679,152,32,0
Male,32,1,3,0,< 1 Year,Yes,2630,156,293,0
Female,36,1,28,0,1-2 Year,Yes,35957,26,184,0
Female,40,1,13,0,1-2 Year,Yes,29120,124,20,0
Male,41,1,28,0,1-2 Year,Yes,48050,26,50,0
Female,22,1,41,1,< 1 Year,No,30741,152,105,0
Female,24,1,43,1,< 1 Year,No,32016,152,235,0
Male,61,1,47,0,1-2 Year,Yes,50953,26,207,0
Female,68,1,46,0,1-2 Year,Yes,37257,124,261,0
Male,23,1,6,1,< 1 Year,No,2630,152,293,0
Male,23,1,44,1,< 1 Year,No,2630,151,122,0
Male,46,1,10,0,1-2 Year,Yes,32706,124,209,0
Male,64,1,28,0,1-2 Year,Yes,62983,26,78,0
Male,22,1,33,1,< 1 Year,No,34675,152,219,0
Male,78,1,28,1,1-2 Year,No,26743,124,269,0
Female,25,1,6,1,< 1 Year,No,28066,151,118,0
Female,62,1,28,0,1-2 Year,Yes,63700,122,70,0
Female,23,1,41,1,< 1 Year,No,37422,152,193,0
Male,63,1,24,0,1-2 Year,Yes,30377,124,228,0
Male,50,1,28,0,1-2 Year,Yes,45682,26,92,0
Male,56,1,50,1,1-2 Year,No,39403,26,208,0
Female,22,1,46,1,< 1 Year,No,23309,26,69,0
Male,29,1,16,0,< 1 Year,Yes,33464,151,66,0
Male,20,1,35,0,1-2 Year,Yes,2630,156,209,0
Male,63,1,11,0,1-2 Year,Yes,2630,116,182,0
Male,25,1,41,1,< 1 Year,No,61384,152,262,0
Male,62,1,8,0,1-2 Year,Yes,33056,25,264,0
Male,65,1,46,1,1-2 Year,No,27064,26,146,0
Female,42,1,28,0,1-2 Year,Yes,63694,124,76,0
Male,42,1,28,0,1-2 Year,Yes,35413,3,284,0
Male,52,1,28,0,1-2 Year,Yes,39635,26,264,0
Female,24,1,8,1,< 1 Year,No,48407,152,278,0
Female,24,1,2,1,< 1 Year,No,26227,152,141,0
Male,47,1,46,1,1-2 Year,Yes,45529,26,84,0
Female,75,1,2,0,1-2 Year,Yes,32839,124,241,0
Female,24,1,44,1,< 1 Year,No,2630,152,206,0
Male,23,1,46,0,< 1 Year,Yes,41011,124,99,0
Male,32,1,50,0,1-2 Year,Yes,32477,156,279,0
Male,64,1,41,1,1-2 Year,No,44198,124,109,0
Male,24,1,3,1,< 1 Year,No,25084,152,129,0
Female,44,1,15,0,1-2 Year,No,37768,14,223,0
Male,40,1,28,0,1-2 Year,Yes,41252,154,245,0
Male,20,1,27,0,< 1 Year,Yes,27012,160,246,0
Male,27,1,21,0,< 1 Year,Yes,28187,152,10,0
Male,26,1,45,0,1-2 Year,Yes,2630,157,255,0
Female,75,1,7,1,1-2 Year,No,2630,124,139,0
Female,51,1,3,0,1-2 Year,Yes,2630,124,224,0
Male,22,1,8,1,< 1 Year,No,33349,152,11,0
Female,21,1,25,1,< 1 Year,No,24242,152,15,0
Male,59,1,28,0,1-2 Year,Yes,45882,26,177,0
Male,64,1,2,1,1-2 Year,No,33178,124,21,0
Female,23,1,11,1,< 1 Year,No,33888,152,178,0
Male,42,1,28,0,1-2 Year,Yes,29961,163,152,0
Female,49,1,28,0,> 2 Years,Yes,2630,157,250,0
Male,39,1,46,0,1-2 Year,Yes,28616,124,298,0
Female,25,1,21,1,< 1 Year,No,25335,152,165,0
Male,57,1,28,1,1-2 Year,No,41792,124,249,0
Female,45,1,28,0,1-2 Year,Yes,41468,124,245,0
Female,27,1,6,1,< 1 Year,No,32326,152,256,0
Female,24,1,12,1,< 1 Year,No,34586,152,84,0
Female,28,1,28,0,< 1 Year,Yes,37775,152,154,0
Female,23,1,15,1,< 1 Year,No,46347,152,252,0
Female,56,1,46,1,1-2 Year,No,37144,152,258,0
Male,39,1,48,1,1-2 Year,No,2630,124,110,0
Male,23,1,30,1,< 1 Year,No,24648,152,82,0
Female,28,1,3,1,< 1 Year,No,23963,163,145,0
Male,44,1,45,0,1-2 Year,Yes,30046,154,76,0
Male,75,0,26,1,1-2 Year,No,28005,22,117,0
Male,47,1,26,1,1-2 Year,No,29706,22,27,0
Female,23,1,29,1,< 1 Year,No,2630,152,69,0
Female,59,1,28,1,1-2 Year,No,29249,26,121,0
Female,26,1,50,1,< 1 Year,No,20146,152,188,0
Male,22,1,29,1,< 1 Year,No,28623,160,155,0
Male,24,1,21,1,< 1 Year,No,28089,152,89,0
Female,24,1,16,0,< 1 Year,Yes,17778,152,151,0
Female,28,1,41,1,< 1 Year,No,22925,152,241,0
Female,57,1,28,0,> 2 Years,Yes,35123,13,237,0
Male,20,1,47,0,< 1 Year,Yes,33845,160,57,0
Female,61,1,28,0,1-2 Year,Yes,68143,26,53,0
Female,42,1,28,0,1-2 Year,Yes,31321,152,193,0
Female,47,1,8,1,1-2 Year,No,30795,26,129,0
Female,38,1,48,1,1-2 Year,No,2630,26,143,0
Female,24,1,30,1,< 1 Year,No,27262,152,168,0
Female,48,1,30,1,1-2 Year,No,24871,124,38,0
Female,23,1,8,1,< 1 Year,Yes,40328,152,291,0
Male,45,1,28,0,> 2 Years,Yes,35806,157,245,0
Male,45,1,28,1,1-2 Year,No,91267,124,210,0
Male,48,1,39,0,1-2 Year,Yes,31438,124,124,0
Female,20,1,34,1,< 1 Year,Yes,32049,160,192,0
Male,43,1,7,1,1-2 Year,No,38499,152,85,0
Male,50,1,28,0,> 2 Years,Yes,35968,26,178,0
Female,24,1,29,1,< 1 Year,No,54714,152,55,0
Male,58,1,28,1,1-2 Year,No,76288,26,226,0
Male,47,1,28,0,1-2 Year,Yes,28189,26,147,0
Male,29,1,37,1,< 1 Year,No,2630,152,145,0
Female,21,1,14,1,< 1 Year,No,24579,152,138,0
Female,49,1,41,0,1-2 Year,No,47146,124,25,0
Female,48,1,28,0,1-2 Year,Yes,2630,124,151,0
Male,49,1,28,0,1-2 Year,Yes,57743,124,272,0
Female,24,1,14,1,< 1 Year,No,42162,152,273,0
Female,24,1,14,1,< 1 Year,No,25469,152,158,0
Male,26,1,50,1,< 1 Year,No,25504,152,293,0
Male,24,1,27,1,< 1 Year,No,26595,151,118,0
Male,48,1,21,1,1-2 Year,No,2630,160,245,0
Female,38,1,8,1,1-2 Year,No,35441,152,281,0
Male,26,1,11,1,< 1 Year,No,33103,152,50,0
Female,59,1,28,0,> 2 Years,Yes,2630,156,63,0
Male,40,1,41,0,1-2 Year,Yes,24176,12,259,0
Male,47,1,23,0,1-2 Year,Yes,23201,124,153,0
Female,21,1,13,0,< 1 Year,No,34228,152,80,0
Female,21,1,8,1,< 1 Year,No,43141,160,262,0
Male,24,1,29,1,< 1 Year,No,29642,151,94,0
Male,51,1,3,0,1-2 Year,Yes,2630,160,106,0
Male,35,1,36,1,1-2 Year,No,2630,152,12,0
Female,41,1,28,0,1-2 Year,Yes,34735,26,56,0
Female,25,1,8,1,< 1 Year,No,27191,152,271,0
Female,23,1,45,1,< 1 Year,No,42625,152,259,0
Male,54,1,14,0,1-2 Year,Yes,35148,26,27,0
Female,23,1,33,1,< 1 Year,No,38539,152,131,0
Male,44,1,8,0,> 2 Years,Yes,30663,26,241,0
Female,27,1,3,1,< 1 Year,No,2630,160,86,0
Male,44,1,45,0,1-2 Year,Yes,38762,124,293,0
Female,46,1,41,1,1-2 Year,No,2630,26,185,0
Male,53,1,0,0,1-2 Year,No,2630,26,270,0
Female,41,1,8,1,1-2 Year,No,36393,26,101,0
Male,38,1,8,1,1-2 Year,No,21023,152,222,0
Male,36,1,46,0,1-2 Year,Yes,29775,124,246,0
Female,26,1,45,1,< 1 Year,No,2630,152,245,0
Male,23,1,6,1,< 1 Year,No,28942,152,257,0
Female,27,1,41,1,< 1 Year,No,25587,152,104,0
Female,29,1,24,0,< 1 Year,No,2630,152,240,0
Male,56,1,28,0,1-2 Year,Yes,50065,124,213,0
Female,22,1,8,1,< 1 Year,No,46263,152,159,0
Male,44,1,50,0,1-2 Year,Yes,2630,124,286,0
Male,22,1,8,1,< 1 Year,No,22502,152,190,0
Male,78,1,3,0,1-2 Year,Yes,40360,26,285,0
Female,52,1,28,0,1-2 Year,Yes,44679,122,292,0
Male,74,1,28,0,1-2 Year,Yes,56109,122,284,0
Female,21,1,15,1,< 1 Year,No,34376,152,238,0
Male,62,1,28,0,1-2 Year,Yes,33598,124,62,0
Female,30,1,15,0,< 1 Year,Yes,2630,160,294,0
Female,30,1,15,1,< 1 Year,No,31939,152,205,0
Male,33,1,46,0,< 1 Year,No,2630,1,201,0
Female,24,1,18,1,< 1 Year,No,43372,152,154,0
Male,37,1,25,1,1-2 Year,No,23852,124,111,0
Female,22,1,11,1,< 1 Year,No,41928,152,160,0
Male,48,1,20,0,1-2 Year,Yes,2630,26,208,0
Female,25,1,18,1,< 1 Year,No,23718,152,79,0
Male,49,1,43,0,1-2 Year,Yes,32359,163,33,0
Female,42,1,41,0,1-2 Year,No,2630,124,18,0
Male,47,1,38,1,1-2 Year,No,33370,124,194,0
Male,25,1,35,1,< 1 Year,No,2630,152,36,0
Male,37,1,46,0,> 2 Years,Yes,30626,26,34,0
Male,23,1,16,1,< 1 Year,No,16725,152,98,0
Female,21,1,8,1,< 1 Year,No,27790,160,35,0
Female,24,1,50,0,< 1 Year,Yes,22460,152,138,0
Male,26,1,32,1,< 1 Year,No,27972,152,120,0
Female,51,1,28,1,1-2 Year,No,40886,124,168,0
Male,36,1,10,1,1-2 Year,No,29345,124,97,0
Female,23,1,38,1,< 1 Year,No,56595,160,169,0
Male,74,1,28,0,1-2 Year,Yes,46808,125,216,0
Male,29,1,13,1,< 1 Year,No,16528,152,240,0
Male,57,1,46,1,1-2 Year,Yes,26501,124,16,0
Male,25,1,35,1,< 1 Year,No,2630,152,169,0
Male,34,1,46,1,1-2 Year,No,28098,160,64,0
Female,73,1,28,1,1-2 Year,No,48781,124,285,0
Male,52,1,37,1,1-2 Year,No,29805,124,189,0
Male,31,1,47,1,< 1 Year,No,35095,152,231,0
Male,24,1,14,1,< 1 Year,No,31590,152,242,0
Female,28,1,28,1,< 1 Year,No,31299,152,268,0
Female,21,1,45,0,< 1 Year,Yes,2630,160,160,0
Male,32,1,28,0,> 2 Years,Yes,51970,122,141,0
Male,27,1,46,1,< 1 Year,No,27777,152,23,0
Female,30,1,21,1,< 1 Year,No,36715,152,34,0
Female,22,1,15,0,< 1 Year,Yes,36770,152,142,0
Male,46,1,28,0,1-2 Year,Yes,2630,156,195,0
Male,25,1,15,0,< 1 Year,No,43714,152,172,0
Female,23,1,2,0,< 1 Year,No,32917,152,187,0
Male,51,1,3,0,1-2 Year,No,2630,124,256,0
Male,42,1,32,0,1-2 Year,Yes,35834,26,206,0
Male,56,1,7,0,1-2 Year,Yes,31814,26,160,0
Male,76,1,50,0,> 2 Years,Yes,29543,30,158,0
Male,26,1,20,0,1-2 Year,Yes,2630,156,229,0
Male,50,1,28,0,1-2 Year,No,49145,26,270,0
Male,24,1,11,1,< 1 Year,No,44716,152,183,0
Female,68,1,21,0,1-2 Year,Yes,29282,26,229,0
Male,64,1,39,1,1-2 Year,Yes,41587,26,275,0
Male,61,1,28,0,1-2 Year,Yes,41483,26,114,0
Female,49,1,46,0,1-2 Year,Yes,2630,157,272,0
Female,50,1,37,0,1-2 Year,Yes,37977,152,82,0
Female,23,1,12,1,< 1 Year,No,18513,152,28,0
Female,43,1,28,0,1-2 Year,Yes,37560,24,204,0
Female,28,1,30,0,< 1 Year,Yes,2630,160,152,0
Male,23,1,8,0,< 1 Year,Yes,31601,152,94,0
Female,26,1,3,1,< 1 Year,No,30067,152,290,0
Female,72,1,50,1,1-2 Year,Yes,29644,8,155,0
Male,48,1,28,1,1-2 Year,No,38985,26,281,0
Female,21,1,27,0,< 1 Year,Yes,26202,160,209,0
Male,78,1,28,1,1-2 Year,No,31875,26,206,0
Male,20,1,2,0,< 1 Year,Yes,33424,160,199,0
Male,56,1,26,0,> 2 Years,Yes,34523,26,134,0
Male,52,1,28,1,1-2 Year,Yes,50672,26,84,0
Male,51,1,28,1,1-2 Year,No,45944,124,235,0
Female,26,1,46,1,< 1 Year,No,27118,152,88,0
Female,24,1,23,0,< 1 Year,Yes,2630,124,134,0
Female,44,1,11,0,1-2 Year,Yes,26044,26,252,0
Female,32,1,41,0,1-2 Year,No,24316,124,282,0
Male,44,1,45,0,1-2 Year,Yes,37018,163,103,0
Male,55,1,26,1,1-2 Year,No,30887,26,122,0
Male,52,1,28,0,1-2 Year,Yes,32006,26,268,0
Male,42,1,8,1,1-2 Year,No,42021,26,42,0
Male,76,1,48,1,1-2 Year,No,2630,15,230,0
Female,43,1,28,0,1-2 Year,Yes,81951,26,291,0
Female,55,1,43,1,1-2 Year,No,2630,7,19,0
Female,73,1,30,1,1-2 Year,No,42089,26,26,0
Female,23,1,8,1,< 1 Year,No,37614,152,288,0
Male,30,1,11,1,< 1 Year,No,2630,152,244,0
Female,30,1,15,1,< 1 Year,No,33610,152,104,0
Male,26,1,46,1,< 1 Year,No,27240,152,114,0
Male,75,1,46,0,1-2 Year,Yes,25295,26,15,0
Male,25,1,8,1,< 1 Year,No,59447,152,92,0
Male,71,1,21,1,1-2 Year,No,34723,124,43,0
Female,32,1,46,0,< 1 Year,Yes,24837,152,50,0
Male,24,1,8,1,< 1 Year,No,43633,152,133,0
Male,23,1,33,0,< 1 Year,Yes,28036,124,62,0
Male,56,1,46,1,1-2 Year,No,30799,21,214,0
Female,25,1,50,1,< 1 Year,No,38874,152,147,0
Female,51,1,14,1,1-2 Year,No,24710,124,208,0
Female,54,1,18,1,1-2 Year,No,2630,124,196,0
Female,21,1,36,0,< 1 Year,Yes,31424,160,116,0
Female,28,1,8,1,< 1 Year,No,48773,152,235,0
Female,24,1,28,0,< 1 Year,Yes,2630,152,20,0
Male,23,1,2,0,< 1 Year,Yes,21746,152,230,0
Female,21,1,8,1,< 1 Year,Yes,36593,160,80,0
Female,24,1,17,1,< 1 Year,No,26567,152,234,0
Male,60,1,4,0,1-2 Year,Yes,49971,154,271,0
Male,23,1,8,1,< 1 Year,No,73686,152,58,0
Female,30,1,28,0,1-2 Year,No,2630,156,31,0
Male,43,1,28,0,> 2 Years,Yes,36823,124,143,0
Male,31,1,29,1,< 1 Year,No,2630,152,45,0
Male,53,1,50,1,1-2 Year,No,2630,25,271,0
Female,36,1,37,0,1-2 Year,Yes,35918,128,275,0
Male,55,1,28,0,1-2 Year,Yes,33487,26,151,0
Female,25,1,30,1,< 1 Year,No,37240,152,71,0
Female,44,1,28,0,1-2 Year,Yes,38592,124,116,0
Female,52,1,28,0,1-2 Year,Yes,28585,152,291,0
Male,48,1,15,1,1-2 Year,No,35434,124,248,0
Female,21,1,32,0,< 1 Year,Yes,32224,152,241,0
Female,41,1,28,1,1-2 Year,No,35643,124,51,0
Male,28,1,8,0,< 1 Year,Yes,30865,152,152,0
Male,44,1,28,1,1-2 Year,No,49610,124,125,0
Male,24,1,50,1,< 1 Year,No,37053,152,228,0
Male,25,1,28,0,< 1 Year,Yes,41795,26,209,0
Male,51,1,8,0,1-2 Year,No,30784,26,176,0
Male,63,1,28,0,1-2 Year,Yes,30578,26,131,0
Female,49,1,28,0,1-2 Year,No,37328,26,110,0
Female,26,1,47,0,< 1 Year,No,25301,152,192,0
Male,41,1,8,0,1-2 Year,Yes,35152,124,227,0
Female,38,1,28,1,1-2 Year,No,38651,61,112,0
Male,67,1,28,0,1-2 Year,Yes,46268,26,175,0
Female,28,1,3,0,< 1 Year,Yes,29486,160,210,0
Male,61,1,4,0,1-2 Year,Yes,32901,163,106,0
Male,30,1,29,1,< 1 Year,No,32968,152,32,0
Female,28,1,11,1,< 1 Year,No,32858,152,53,0
Female,22,1,9,0,< 1 Year,Yes,40470,160,227,0
Male,27,1,11,1,< 1 Year,No,32600,153,156,0
Female,24,1,27,1,< 1 Year,No,29587,152,13,0
Female,24,1,15,1,< 1 Year,No,35272,152,291,0
Female,28,1,14,1,< 1 Year,No,56181,152,251,0
Male,69,1,28,0,1-2 Year,Yes,2630,26,51,0
Female,25,1,44,1,< 1 Year,No,28096,152,158,0
Male,75,1,28,0,1-2 Year,Yes,41014,156,239,0
Male,29,1,50,1,< 1 Year,No,23765,152,196,0
Male,51,1,7,0,1-2 Year,No,53755,124,206,0
Male,72,1,41,0,1-2 Year,Yes,57811,26,41,0
Female,20,1,50,1,< 1 Year,Yes,2630,160,120,0
Female,20,1,28,1,< 1 Year,No,31095,160,89,0
Male,23,1,41,1,< 1 Year,No,28897,152,15,0
Male,36,1,13,1,1-2 Year,No,31292,124,196,0
Male,72,1,29,0,1-2 Year,Yes,24812,124,51,0
Female,48,1,28,0,1-2 Year,Yes,42806,30,11,0
Male,52,1,46,1,1-2 Year,No,27248,26,48,0
Female,23,1,18,0,< 1 Year,Yes,2630,152,131,0
Male,77,1,28,1,1-2 Year,No,57792,14,99,0
Female,31,1,35,1,< 1 Year,No,30608,152,17,0
Male,29,1,2,0,1-2 Year,Yes,33567,154,80,0
Female,47,1,28,0,> 2 Years,Yes,41306,122,255,0
Female,22,1,17,1,< 1 Year,No,32520,152,76,0
Male,33,1,11,1,1-2 Year,No,34831,157,105,0
Male,28,1,44,0,< 1 Year,Yes,25907,153,132,0
Male,53,1,28,1,1-2 Year,No,36457,124,23,0
Female,25,1,47,1,< 1 Year,No,32268,152,78,0
Male,31,1,33,1,< 1 Year,No,23030,152,98,0
Male,53,1,28,1,1-2 Year,No,40378,26,93,0
Female,44,1,40,0,1-2 Year,Yes,36790,26,266,0
Female,53,1,28,0,> 2 Years,Yes,66653,26,269,0
Female,47,1,28,0,1-2 Year,Yes,41494,26,191,0
Male,76,1,29,0,1-2 Year,Yes,2630,124,168,0
Male,46,1,28,0,1-2 Year,Yes,53255,26,50,0
Female,24,1,6,1,< 1 Year,No,31600,152,231,0
Female,22,1,33,1,< 1 Year,No,34702,152,99,0
Male,46,1,39,0,> 2 Years,Yes,28658,124,279,0
Male,56,1,30,0,1-2 Year,Yes,36634,124,119,0
Female,35,1,11,1,1-2 Year,No,23825,26,188,0
Male,30,1,30,1,< 1 Year,No,54414,152,36,0
Female,25,1,41,1,< 1 Year,No,34869,152,140,0
Male,22,1,8,1,< 1 Year,No,39565,160,126,0
Female,21,1,35,1,< 1 Year,No,35012,160,215,0
Female,23,1,17,0,< 1 Year,No,52098,152,120,0
Male,26,1,2,1,< 1 Year,No,2630,152,192,0
Male,47,1,36,0,1-2 Year,No,34119,26,119,0
Male,44,1,29,0,1-2 Year,No,40171,124,192,0
Female,22,1,46,1,< 1 Year,No,32712,152,106,0
Female,21,1,41,0,1-2 Year,Yes,31138,124,165,0
Male,37,1,28,1,1-2 Year,No,56697,13,158,0
Male,24,1,46,1,< 1 Year,No,24665,152,293,0
Male,72,1,36,1,1-2 Year,No,39766,26,83,0
Female,20,1,13,0,< 1 Year,No,29090,160,238,0
Male,24,1,28,1,< 1 Year,No,28233,152,60,0
Male,22,1,12,1,< 1 Year,No,36936,152,125,0
Male,49,1,23,0,1-2 Year,Yes,32363,124,139,0
Male,21,1,33,1,< 1 Year,No,26681,152,84,0
Male,21,1,46,1,< 1 Year,No,26487,160,141,0
Female,45,1,28,0,1-2 Year,Yes,73715,122,74,0
Male,25,1,29,1,< 1 Year,No,36840,152,134,0
Male,43,1,28,1,1-2 Year,No,53719,55,87,0
Male,42,1,8,0,1-2 Year,Yes,2630,26,287,0
Female,28,1,3,1,< 1 Year,No,45282,152,66,0
Male,23,1,45,1,< 1 Year,No,31681,152,30,0
Female,21,1,30,0,< 1 Year,Yes,23853,152,63,0
Female,59,1,46,1,1-2 Year,No,24188,152,15,0
Female,63,1,35,0,1-2 Year,No,35690,26,20,0
Male,76,1,8,1,1-2 Year,No,41529,26,267,0
Female,49,1,50,1,1-2 Year,No,29627,8,33,0
Female,27,1,27,0,< 1 Year,No,38121,152,228,0
Female,23,1,14,1,< 1 Year,No,24841,152,182,0
Female,46,1,35,0,1-2 Year,Yes,2630,124,55,0
Male,59,1,28,0,1-2 Year,Yes,55088,122,149,0
Female,27,1,29,1,< 1 Year,No,2630,152,144,0
Male,27,1,50,1,< 1 Year,No,2630,152,184,0
Male,52,1,28,0,1-2 Year,Yes,37700,26,144,0
Male,25,1,8,0,< 1 Year,Yes,47709,152,292,0
Female,21,1,33,1,< 1 Year,Yes,24529,160,299,0
Male,33,1,24,1,1-2 Year,No,34655,124,79,0
Male,52,1,28,0,1-2 Year,Yes,39494,26,162,0
Male,20,1,47,0,< 1 Year,Yes,37064,160,50,0
Female,33,1,41,1,< 1 Year,No,52325,152,195,0
Female,25,1,28,1,< 1 Year,No,25166,152,81,0
Female,21,1,8,1,< 1 Year,Yes,2630,152,25,0
Female,77,1,42,0,1-2 Year,Yes,31927,30,60,0
Male,23,1,36,0,< 1 Year,Yes,53703,152,242,0
Female,49,1,15,0,1-2 Year,Yes,38451,26,179,0
Female,28,1,21,1,< 1 Year,No,33662,152,60,0
Male,54,1,28,1,1-2 Year,No,38811,26,69,0
Male,27,1,33,1,< 1 Year,No,2630,152,138,0
Male,26,1,24,0,1-2 Year,Yes,2630,157,69,0
Male,68,1,28,0,> 2 Years,Yes,63855,26,30,0
Female,28,1,3,1,< 1 Year,No,37674,152,94,0
Female,24,1,50,1,< 1 Year,No,36539,152,128,0
Female,31,1,10,1,< 1 Year,No,37228,152,161,0
Female,58,1,8,1,1-2 Year,No,39934,124,13,0
Male,43,1,0,1,1-2 Year,No,2630,122,254,0
Female,36,1,41,1,1-2 Year,No,34389,152,75,0
Female,37,1,15,0,1-2 Year,Yes,2630,156,261,0
Female,27,1,4,1,1-2 Year,No,27840,124,275,0
Male,55,1,35,0,1-2 Year,Yes,2630,157,68,0
Female,27,1,47,1,< 1 Year,No,26093,152,233,0
Female,23,1,37,1,< 1 Year,No,2630,160,264,0
Female,25,1,28,0,1-2 Year,Yes,40440,124,191,0
Female,22,1,36,0,< 1 Year,Yes,38516,152,223,0
Female,24,1,6,1,< 1 Year,No,35986,152,46,0
Female,32,1,29,1,< 1 Year,No,39867,152,276,0
Male,43,1,28,0,1-2 Year,Yes,37626,122,123,0
Male,49,1,28,1,1-2 Year,No,44671,26,196,0
Female,38,1,4,0,1-2 Year,Yes,33243,124,63,0
Male,58,1,28,0,> 2 Years,Yes,46995,26,120,0
Male,21,1,28,0,< 1 Year,Yes,45817,158,150,0
Female,20,1,13,0,< 1 Year,Yes,24915,160,72,0
Female,23,1,49,0,< 1 Year,Yes,24138,152,142,0
Female,22,1,29,1,< 1 Year,No,28604,152,26,0
Male,48,1,11,1,1-2 Year,No,20612,26,62,0
Male,35,1,29,0,< 1 Year,No,2630,1,184,0
Male,24,1,41,1,< 1 Year,Yes,34218,26,77,0
Male,41,1,28,0,1-2 Year,Yes,41156,26,54,0
Male,23,1,50,0,< 1 Year,Yes,48575,152,106,0
Male,21,1,35,1,< 1 Year,No,37167,152,26,0
Female,21,1,30,1,< 1 Year,No,30714,152,244,0
Male,25,1,50,1,< 1 Year,No,2630,152,12,0
Female,46,1,46,0,1-2 Year,Yes,33264,124,194,0
Female,23,1,41,1,< 1 Year,No,56932,152,132,0
Male,22,1,46,1,< 1 Year,Yes,28378,152,168,0
Female,46,1,18,0,1-2 Year,Yes,2630,156,16,0
Male,62,1,28,0,1-2 Year,Yes,58494,124,24,0
Male,22,1,2,1,< 1 Year,No,30745,152,76,0
Female,38,1,30,1,1-2 Year,No,27748,152,181,0
Female,24,1,13,1,< 1 Year,No,34565,152,202,0
Male,29,1,46,0,< 1 Year,Yes,2630,160,28,0
Male,24,1,28,0,< 1 Year,Yes,68859,152,166,0
Female,28,1,6,0,< 1 Year,No,21929,152,205,0
Male,30,1,15,1,1-2 Year,No,32575,124,265,0
Female,78,1,28,0,1-2 Year,Yes,38668,122,278,0
Female,22,1,50,1,< 1 Year,No,36702,152,238,0
Male,24,1,39,1,< 1 Year,No,45959,151,189,0
Male,22,1,15,1,< 1 Year,No,35368,160,118,0
